reference,clauseAtom,Verse,Rare Terms,Clause,SatCount,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition
"('2_Samuel', 11, 4)",546933,וַיִּשְׁלַח֩ דָּוִ֨ד מַלְאָכִ֜ים וַיִּקָּחֶ֗הָ וַתָּבֹ֤וא אֵלָיו֙ וַיִּשְׁכַּ֣ב עִמָּ֗הּ וְהִ֥יא מִתְקַדֶּ֖שֶׁת מִטֻּמְאָתָ֑הּ וַתָּ֖שָׁב אֶל־בֵּיתָֽהּ׃ ,,וַיִּשְׁכַּ֣ב עִמָּ֗הּ ,1,700560,1,1,Cmpl,sex,עִמָּ֗הּ ָהּ,עמ,,,,,,,
"('2_Samuel', 11, 11)",546965,וַיֹּ֨אמֶר אוּרִיָּ֜ה אֶל־דָּוִ֗ד הָ֠אָרֹון וְיִשְׂרָאֵ֨ל וִֽיהוּדָ֜ה יֹשְׁבִ֣ים בַּסֻּכֹּ֗ות וַאדֹנִ֨י יֹואָ֜ב וְעַבְדֵ֤י אֲדֹנִ֨י עַל־פְּנֵ֤י הַשָּׂדֶה֙ חֹנִ֔ים וַאֲנִ֞י אָבֹ֧וא אֶל־בֵּיתִ֛י לֶאֱכֹ֥ל וְלִשְׁתֹּ֖ות וְלִשְׁכַּ֣ב עִם־אִשְׁתִּ֑י חַיֶּ֨ךָ֙ וְחֵ֣י נַפְשֶׁ֔ךָ אִֽם־אֶעֱשֶׂ֖ה אֶת־הַדָּבָ֥ר הַזֶּֽה׃ ,,וְלִשְׁכַּ֣ב עִם־אִשְׁתִּ֑י ,1,700667,1,1,Cmpl,sex,עִם אִשְׁתִּ֑י,עמ,,,,,,,
"('Genesis', 30, 16)",517879,וַיָּבֹ֨א יַעֲקֹ֣ב מִן־הַשָּׂדֶה֮ בָּעֶרֶב֒ וַתֵּצֵ֨א לֵאָ֜ה לִקְרָאתֹ֗ו וַתֹּ֨אמֶר֙ אֵלַ֣י תָּבֹ֔וא כִּ֚י שָׂכֹ֣ר שְׂכַרְתִּ֔יךָ בְּדוּדָאֵ֖י בְּנִ֑י וַיִּשְׁכַּ֥ב עִמָּ֖הּ בַּלַּ֥יְלָה הֽוּא׃ ,,וַיִּשְׁכַּ֥ב עִמָּ֖הּ בַּלַּ֥יְלָה הֽוּא׃ ,1,614853,1,1,Cmpl,sex,עִמָּ֖הּ ָהּ,עמ,,,,,,,
"('Genesis', 19, 32)",516361,לְכָ֨ה נַשְׁקֶ֧ה אֶת־אָבִ֛ינוּ יַ֖יִן וְנִשְׁכְּבָ֣ה עִמֹּ֑ו וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,,וְנִשְׁכְּבָ֣ה עִמֹּ֑ו ,1,610372,1,1,Cmpl,sex,עִמֹּ֑ו ֹו,עמ,,,,,,,
"('Genesis', 19, 34)",516374,וַֽיְהִי֙ מִֽמָּחֳרָ֔ת וַתֹּ֤אמֶר הַבְּכִירָה֙ אֶל־הַצְּעִירָ֔ה הֵן־שָׁכַ֥בְתִּי אֶ֖מֶשׁ אֶת־אָבִ֑י נַשְׁקֶ֨נּוּ יַ֜יִן גַּם־הַלַּ֗יְלָה וּבֹ֨אִי֙ שִׁכְבִ֣י עִמֹּ֔ו וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,,שִׁכְבִ֣י עִמֹּ֔ו ,1,610411,1,1,Cmpl,sex,עִמֹּ֔ו ֹו,עמ,,,,,,,
"('Genesis', 19, 35)",516378,וַתַּשְׁקֶ֜יןָ גַּ֣ם בַּלַּ֧יְלָה הַה֛וּא אֶת־אֲבִיהֶ֖ן יָ֑יִן וַתָּ֤קָם הַצְּעִירָה֙ וַתִּשְׁכַּ֣ב עִמֹּ֔ו וְלֹֽא־יָדַ֥ע בְּשִׁכְבָ֖הּ וּבְקֻמָֽהּ׃ ,,וַתִּשְׁכַּ֣ב עִמֹּ֔ו ,1,610426,1,1,Cmpl,sex,עִמֹּ֔ו ֹו,עמ,,,,,,,
"('2_Samuel', 12, 24)",547182,וַיְנַחֵ֣ם דָּוִ֗ד אֵ֚ת בַּת־שֶׁ֣בַע אִשְׁתֹּ֔ו וַיָּבֹ֥א אֵלֶ֖יהָ וַיִּשְׁכַּ֣ב עִמָּ֑הּ וַתֵּ֣לֶד בֵּ֗ן וַתִּקְרָ֤א אֶת־שְׁמֹו֙ שְׁלֹמֹ֔ה וַיהוָ֖ה אֲהֵבֹֽו׃ ,,וַיִּשְׁכַּ֣ב עִמָּ֑הּ ,1,701320,1,1,Cmpl,sex,עִמָּ֑הּ ָהּ,עמ,,,,,,,
"('Deuteronomy', 27, 20)",535479,אָר֗וּר שֹׁכֵב֙ עִם־אֵ֣שֶׁת אָבִ֔יו כִּ֥י גִלָּ֖ה כְּנַ֣ף אָבִ֑יו וְאָמַ֥ר כָּל־הָעָ֖ם אָמֵֽן׃ ס ,,שֹׁכֵב֙ עִם־אֵ֣שֶׁת אָבִ֔יו ,1,666493,1,1,Cmpl,sex,עִם אֵ֣שֶׁת,עמ,,,,,,,
"('Deuteronomy', 27, 22)",535488,אָר֗וּר שֹׁכֵב֙ עִם־אֲחֹתֹ֔ו בַּת־אָבִ֖יו אֹ֣ו בַת־אִמֹּ֑ו וְאָמַ֥ר כָּל־הָעָ֖ם אָמֵֽן׃ ס ,,שֹׁכֵב֙ עִם־אֲחֹתֹ֔ו בַּת־אָבִ֖יו אֹ֣ו בַת־אִמֹּ֑ו ,1,666510,1,1,Cmpl,sex,עִם אֲחֹתֹ֔ו,עמ,,,,,,,
"('Exodus', 22, 15)",523201,וְכִֽי־יְפַתֶּ֣ה אִ֗ישׁ בְּתוּלָ֛ה אֲשֶׁ֥ר לֹא־אֹרָ֖שָׂה וְשָׁכַ֣ב עִמָּ֑הּ מָהֹ֛ר יִמְהָרֶ֥נָּה לֹּ֖ו לְאִשָּֽׁה׃ ,,וְשָׁכַ֣ב עִמָּ֑הּ ,1,630511,1,1,Cmpl,sex,עִמָּ֑הּ ָהּ,עמ,,,,,,,
"('Deuteronomy', 27, 23)",535492,אָר֕וּר שֹׁכֵ֖ב עִם־חֹֽתַנְתֹּ֑ו וְאָמַ֥ר כָּל־הָעָ֖ם אָמֵֽן׃ ס ,,שֹׁכֵ֖ב עִם־חֹֽתַנְתֹּ֑ו ,1,666517,1,1,Cmpl,sex,עִם חֹֽתַנְתֹּ֑ו,עמ,,,,,,,
"('Exodus', 22, 18)",523208,כָּל־שֹׁכֵ֥ב עִם־בְּהֵמָ֖ה מֹ֥ות יוּמָֽת׃ ס ,,שֹׁכֵ֥ב עִם־בְּהֵמָ֖ה ,1,630530,1,1,Cmpl,sex,עִם בְּהֵמָ֖ה,עמ,,,,,,,
"('2_Samuel', 13, 11)",547283,וַתַּגֵּ֥שׁ אֵלָ֖יו לֶֽאֱכֹ֑ל וַיַּֽחֲזֶק־בָּהּ֙ וַיֹּ֣אמֶר לָ֔הּ בֹּ֛ואִי שִׁכְבִ֥י עִמִּ֖י אֲחֹותִֽי׃ ,,שִׁכְבִ֥י עִמִּ֖י ,1,701614,1,1,Cmpl,sex,עִמִּ֖י ִי,עמ,,,,,,,
"('Genesis', 39, 7)",519139,וַיְהִ֗י אַחַר֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה וַתִּשָּׂ֧א אֵֽשֶׁת־אֲדֹנָ֛יו אֶת־עֵינֶ֖יהָ אֶל־יֹוסֵ֑ף וַתֹּ֖אמֶר שִׁכְבָ֥ה עִמִּֽי׃ ,,שִׁכְבָ֥ה עִמִּֽי׃ ,1,618525,1,1,Cmpl,sex,עִמִּֽי ִי,עמ,,,,,,,
"('Deuteronomy', 22, 22)",535011,כִּֽי־יִמָּצֵ֨א אִ֜ישׁ שֹׁכֵ֣ב׀ עִם־אִשָּׁ֣ה בְעֻֽלַת־בַּ֗עַל וּמֵ֨תוּ֙ גַּם־שְׁנֵיהֶ֔ם הָאִ֛ישׁ הַשֹּׁכֵ֥ב עִם־הָאִשָּׁ֖ה וְהָאִשָּׁ֑ה וּבִֽעַרְתָּ֥ הָרָ֖ע מִיִּשְׂרָאֵֽל׃ ס ,"('B<L[', 'own')",שֹׁכֵ֣ב׀ עִם־אִשָּׁ֣ה בְעֻֽלַת־בַּ֗עַל ,1,665101,1,1,Cmpl,sex,עִם אִשָּׁ֣ה,עמ,,,,,,,
"('Deuteronomy', 22, 22)",535014,כִּֽי־יִמָּצֵ֨א אִ֜ישׁ שֹׁכֵ֣ב׀ עִם־אִשָּׁ֣ה בְעֻֽלַת־בַּ֗עַל וּמֵ֨תוּ֙ גַּם־שְׁנֵיהֶ֔ם הָאִ֛ישׁ הַשֹּׁכֵ֥ב עִם־הָאִשָּׁ֖ה וְהָאִשָּׁ֑ה וּבִֽעַרְתָּ֥ הָרָ֖ע מִיִּשְׂרָאֵֽל׃ ס ,,הַשֹּׁכֵ֥ב עִם־הָאִשָּׁ֖ה ,1,665108,1,1,Cmpl,sex,עִם אִשָּׁ֖ה,עמ,,,,,,,
"('Deuteronomy', 22, 23)",535020,כִּ֤י יִהְיֶה֙ נַעֲרָ֣ה בְתוּלָ֔ה מְאֹרָשָׂ֖ה לְאִ֑ישׁ וּמְצָאָ֥הּ אִ֛ישׁ בָּעִ֖יר וְשָׁכַ֥ב עִמָּֽהּ׃ ,,וְשָׁכַ֥ב עִמָּֽהּ׃ ,1,665124,1,1,Cmpl,sex,עִמָּֽהּ ָהּ,עמ,,,,,,,
"('Deuteronomy', 22, 25)",535031,וְֽאִם־בַּשָּׂדֶ֞ה יִמְצָ֣א הָאִ֗ישׁ אֶת־הַֽנַּעֲרָה֙ הַמְאֹ֣רָשָׂ֔ה וְהֶחֱזִֽיק־בָּ֥הּ הָאִ֖ישׁ וְשָׁכַ֣ב עִמָּ֑הּ וּמֵ֗ת הָאִ֛ישׁ אֲשֶׁר־שָׁכַ֥ב עִמָּ֖הּ לְבַדֹּֽו׃ ,,וְשָׁכַ֣ב עִמָּ֑הּ ,1,665163,1,1,Cmpl,sex,עִמָּ֑הּ ָהּ,עמ,,,,,,,
"('Deuteronomy', 22, 25)",535033,וְֽאִם־בַּשָּׂדֶ֞ה יִמְצָ֣א הָאִ֗ישׁ אֶת־הַֽנַּעֲרָה֙ הַמְאֹ֣רָשָׂ֔ה וְהֶחֱזִֽיק־בָּ֥הּ הָאִ֖ישׁ וְשָׁכַ֣ב עִמָּ֑הּ וּמֵ֗ת הָאִ֛ישׁ אֲשֶׁר־שָׁכַ֥ב עִמָּ֖הּ לְבַדֹּֽו׃ ,,אֲשֶׁר־שָׁכַ֥ב עִמָּ֖הּ ,1,665169,1,1,Cmpl,sex,עִמָּ֖הּ ָהּ,עמ,,,,,,,
"('Genesis', 39, 12)",519164,וַתִּתְפְּשֵׂ֧הוּ בְּבִגְדֹ֛ו לֵאמֹ֖ר שִׁכְבָ֣ה עִמִּ֑י וַיַּעֲזֹ֤ב בִּגְדֹו֙ בְּיָדָ֔הּ וַיָּ֖נָס וַיֵּצֵ֥א הַחֽוּצָה׃ ,,שִׁכְבָ֣ה עִמִּ֑י ,1,618596,1,1,Cmpl,sex,עִמִּ֑י ִי,עמ,,,,,,,
"('Genesis', 35, 22)",518668,וַיְהִ֗י בִּשְׁכֹּ֤ן יִשְׂרָאֵל֙ בָּאָ֣רֶץ הַהִ֔וא וַיֵּ֣לֶךְ רְאוּבֵ֔ן וַיִּשְׁכַּ֕ב֙ אֶת־בִּלְהָ֖ה֙ פִּילֶ֣גֶשׁ אָבִ֑֔יו וַיִּשְׁמַ֖ע יִשְׂרָאֵֽ֑ל פ וַיִּֽהְי֥וּ בְנֵֽי־יַעֲקֹ֖ב שְׁנֵ֥ים עָשָֽׂר׃ ,"('BLHH=/', '<mother of Dan Naphtali>')",וַיִּשְׁכַּ֕ב֙ אֶת־בִּלְהָ֖ה֙ פִּילֶ֣גֶשׁ אָבִ֑֔יו ,1,617170,1,1,Cmpl,sex,אֶת בִּלְהָ֖ה֙,את,,,,,,,
"('Numbers', 5, 19)",528914,וְהִשְׁבִּ֨יעַ אֹתָ֜הּ הַכֹּהֵ֗ן וְאָמַ֤ר אֶל־הָֽאִשָּׁה֙ אִם־לֹ֨א שָׁכַ֥ב אִישׁ֙ אֹתָ֔ךְ וְאִם־לֹ֥א שָׂטִ֛ית טֻמְאָ֖ה תַּ֣חַת אִישֵׁ֑ךְ הִנָּקִ֕י מִמֵּ֛י הַמָּרִ֥ים הַֽמְאָרֲרִ֖ים הָאֵֽלֶּה׃ ,,אִם־לֹ֨א שָׁכַ֥ב אִישׁ֙ אֹתָ֔ךְ ,1,647333,1,1,Objc,sex,אֹתָ֔ךְ ָכְ,את,,,,,,,
"('Leviticus', 15, 24)",526891,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ וּתְהִ֤י נִדָּתָהּ֙ עָלָ֔יו וְטָמֵ֖א שִׁבְעַ֣ת יָמִ֑ים וְכָל־הַמִּשְׁכָּ֛ב אֲשֶׁר־יִשְׁכַּ֥ב עָלָ֖יו יִטְמָֽא׃ פ ,,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ ,1,641409,1,1,Objc,sex,אֹתָ֗הּ ָהּ,את,,,,,,,
"('Leviticus', 20, 11)",527410,וְאִ֗ישׁ אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־אֵ֣שֶׁת אָבִ֔יו עֶרְוַ֥ת אָבִ֖יו גִּלָּ֑ה מֹֽות־יוּמְת֥וּ שְׁנֵיהֶ֖ם דְּמֵיהֶ֥ם בָּֽם׃ ,,אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־אֵ֣שֶׁת אָבִ֔יו ,1,642953,1,1,Objc,sex,אֶת אֵ֣שֶׁת,את,,,,,,,
"('Leviticus', 20, 12)",527415,וְאִ֗ישׁ אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־כַּלָּתֹ֔ו מֹ֥ות יוּמְת֖וּ שְׁנֵיהֶ֑ם תֶּ֥בֶל עָשׂ֖וּ דְּמֵיהֶ֥ם בָּֽם׃ ,,אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־כַּלָּתֹ֔ו ,1,642965,1,1,Objc,sex,אֶת כַּלָּתֹ֔ו,את,,,,,,,
"('Leviticus', 20, 18)",527448,וְ֠אִישׁ אֲשֶׁר־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה דָּוָ֗ה וְגִלָּ֤ה אֶת־עֶרְוָתָהּ֙ אֶת־מְקֹרָ֣הּ הֶֽעֱרָ֔ה וְהִ֕יא גִּלְּתָ֖ה אֶת־מְקֹ֣ור דָּמֶ֑יהָ וְנִכְרְת֥וּ שְׁנֵיהֶ֖ם מִקֶּ֥רֶב עַמָּֽם׃ ,"('DWH/', 'unwell')",אֲשֶׁר־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה דָּוָ֗ה ,1,643051,1,1,Objc,sex,אֶת אִשָּׁ֜ה,את,,,,,,,
"('Leviticus', 20, 20)",527457,וְאִ֗ישׁ אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־דֹּ֣דָתֹ֔ו עֶרְוַ֥ת דֹּדֹ֖ו גִּלָּ֑ה חֶטְאָ֥ם יִשָּׂ֖אוּ עֲרִירִ֥ים יָמֻֽתוּ׃ ,"('DWDH/', ""father's sister"")",אֲשֶׁ֤ר יִשְׁכַּב֙ אֶת־דֹּ֣דָתֹ֔ו ,1,643078,1,1,Objc,sex,אֶת דֹּ֣דָתֹ֔ו,את,,,,,,,
"('Ezekiel', 23, 8)",571087,וְאֶת־תַּזְנוּתֶ֤יהָ מִמִּצְרַ֨יִם֙ לֹ֣א עָזָ֔בָה כִּ֤י אֹותָהּ֙ שָׁכְב֣וּ בִנְעוּרֶ֔יהָ וְהֵ֥מָּה עִשּׂ֖וּ דַּדֵּ֣י בְתוּלֶ֑יהָ וַיִּשְׁפְּכ֥וּ תַזְנוּתָ֖ם עָלֶֽיהָ׃ ,,כִּ֤י אֹותָהּ֙ שָׁכְב֣וּ בִנְעוּרֶ֔יהָ ,1,767559,1,1,Objc,sex,אֹותָהּ֙ ָהּ,את,,,,,,,
"('Genesis', 19, 33)",516365,וַתַּשְׁקֶ֧יןָ אֶת־אֲבִיהֶ֛ן יַ֖יִן בַּלַּ֣יְלָה ה֑וּא וַתָּבֹ֤א הַבְּכִירָה֙ וַתִּשְׁכַּ֣ב אֶת־אָבִ֔יהָ וְלֹֽא־יָדַ֥ע בְּשִׁכְבָ֖הּ וּבְקוּׄמָֽהּ׃ ,,וַתִּשְׁכַּ֣ב אֶת־אָבִ֔יהָ ,1,610387,1,1,Cmpl,sex,אֶת אָבִ֔יהָ,את,,,,,,,
"('Genesis', 19, 34)",516371,וַֽיְהִי֙ מִֽמָּחֳרָ֔ת וַתֹּ֤אמֶר הַבְּכִירָה֙ אֶל־הַצְּעִירָ֔ה הֵן־שָׁכַ֥בְתִּי אֶ֖מֶשׁ אֶת־אָבִ֑י נַשְׁקֶ֨נּוּ יַ֜יִן גַּם־הַלַּ֗יְלָה וּבֹ֨אִי֙ שִׁכְבִ֣י עִמֹּ֔ו וּנְחַיֶּ֥ה מֵאָבִ֖ינוּ זָֽרַע׃ ,"('>MC/', 'yesterday evening')",הֵן־שָׁכַ֥בְתִּי אֶ֖מֶשׁ אֶת־אָבִ֑י ,1,610404,1,1,Cmpl,sex,אֶת אָבִ֑י,את,,,,,,,
"('Genesis', 34, 2)",518452,וַיַּ֨רְא אֹתָ֜הּ שְׁכֶ֧ם בֶּן־חֲמֹ֛ור הַֽחִוִּ֖י נְשִׂ֣יא הָאָ֑רֶץ וַיִּקַּ֥ח אֹתָ֛הּ וַיִּשְׁכַּ֥ב אֹתָ֖הּ וַיְעַנֶּֽהָ׃ ,,וַיִּשְׁכַּ֥ב אֹתָ֖הּ ,1,616538,1,1,Objc,sex,אֹתָ֖הּ ָהּ,את,,,,,,,
"('Genesis', 34, 7)",518472,וּבְנֵ֨י יַעֲקֹ֜ב בָּ֤אוּ מִן־הַשָּׂדֶה֙ כְּשָׁמְעָ֔ם וַיִּֽתְעַצְּבוּ֙ הָֽאֲנָשִׁ֔ים וַיִּ֥חַר לָהֶ֖ם מְאֹ֑ד כִּֽי־נְבָלָ֞ה עָשָׂ֣ה בְיִשְׂרָאֵ֗ל לִשְׁכַּב֙ אֶת־בַּֽת־יַעֲקֹ֔ב וְכֵ֖ן לֹ֥א יֵעָשֶֽׂה׃ ,,לִשְׁכַּב֙ אֶת־בַּֽת־יַעֲקֹ֔ב ,1,616598,1,1,Cmpl,sex,אֶת בַּֽת,את,,,,,,,
"('1_Samuel', 2, 22)",542026,וְעֵלִ֖י זָקֵ֣ן מְאֹ֑ד וְשָׁמַ֗ע אֵת֩ כָּל־אֲשֶׁ֨ר יַעֲשׂ֤וּן בָּנָיו֙ לְכָל־יִשְׂרָאֵ֔ל וְאֵ֤ת אֲשֶֽׁר־יִשְׁכְּבוּן֙ אֶת־הַנָּשִׁ֔ים הַצֹּ֣בְאֹ֔ות פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,,וְאֵ֤ת אֲשֶֽׁר־יִשְׁכְּבוּן֙ אֶת־הַנָּשִׁ֔ים ,1,685845,1,1,Objc,sex,אֶת נָּשִׁ֔ים,את,,,,,,,
"('2_Samuel', 13, 14)",547301,וְלֹ֥א אָבָ֖ה לִשְׁמֹ֣עַ בְּקֹולָ֑הּ וַיֶּחֱזַ֤ק מִמֶּ֨נָּה֙ וַיְעַנֶּ֔הָ וַיִּשְׁכַּ֖ב אֹתָֽהּ׃ ,,וַיִּשְׁכַּ֖ב אֹתָֽהּ׃ ,1,701661,1,1,Objc,sex,אֹתָֽהּ ָהּ,את,,,,,,,
"('Deuteronomy', 28, 30)",535615,אִשָּׁ֣ה תְאָרֵ֗שׂ וְאִ֤ישׁ אַחֵר֙ יִשְׁכָּבֶ֔נָּה בַּ֥יִת תִּבְנֶ֖ה וְלֹא־תֵשֵׁ֣ב בֹּ֑ו כֶּ֥רֶם תִּטַּ֖ע וְלֹ֥א תְחַלְּלֶֽנּוּ׃ ,,וְאִ֤ישׁ אַחֵר֙ יִשְׁכָּבֶ֔נָּה ,1,666855,0,0,PreO,sex,none,,,,,,,,
"('1_Samuel', 26, 5)",545297,וַיָּ֣קָם דָּוִ֗ד וַיָּבֹא֮ אֶֽל־הַמָּקֹום֮ אֲשֶׁ֣ר חָנָה־שָׁ֣ם שָׁאוּל֒ וַיַּ֣רְא דָּוִ֗ד אֶת־הַמָּקֹום֙ אֲשֶׁ֣ר שָֽׁכַב־שָׁ֣ם שָׁא֔וּל וְאַבְנֵ֥ר בֶּן־נֵ֖ר שַׂר־צְבָאֹ֑ו וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל וְהָעָ֖ם חֹנִ֥ים סְבִיבֹתָֽיו׃,"('M<GL=/', 'camp circle')",וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל ,1,695605,1,1,Cmpl,literal.prepSpatial,בַּ מַּעְגָּ֔ל,ב,,,,,,,
"('Ezekiel', 31, 18)",572026,אֶל־מִ֨י דָמִ֥יתָ כָּ֛כָה בְּכָבֹ֥וד וּבְגֹ֖דֶל בַּעֲצֵי־עֵ֑דֶן וְהוּרַדְתָּ֙ אֶת־עֲצֵי־עֵ֜דֶן אֶל־אֶ֣רֶץ תַּחְתִּ֗ית בְּתֹ֨וךְ עֲרֵלִ֤ים תִּשְׁכַּב֙ אֶת־חַלְלֵי־חֶ֔רֶב ה֤וּא פַרְעֹה֙ וְכָל־הֲמֹונֹ֔ו נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ ס ,,בְּתֹ֨וךְ עֲרֵלִ֤ים תִּשְׁכַּב֙ ,1,770224,1,1,Cmpl,literal.prepSpatial,בְּ תֹ֨וךְ,ב,,,,,,,
"('1_Kings', 21, 27)",552580,וַיְהִי֩ כִשְׁמֹ֨עַ אַחְאָ֜ב אֶת־הַדְּבָרִ֤ים הָאֵ֨לֶּה֙ וַיִּקְרַ֣ע בְּגָדָ֔יו וַיָּֽשֶׂם־שַׂ֥ק עַל־בְּשָׂרֹ֖ו וַיָּצֹ֑ום וַיִּשְׁכַּ֣ב בַּשָּׂ֔ק וַיְהַלֵּ֖ךְ אַֽט׃ ס ,,וַיִּשְׁכַּ֣ב בַּשָּׂ֔ק ,1,716920,1,1,Cmpl,literal.prepSpatial,בַּ שָּׂ֔ק,ב,,,,,,,
"('Deuteronomy', 24, 13)",535201,הָשֵׁב֩ תָּשִׁ֨יב לֹ֤ו אֶֽת־הַעֲבֹוט֙ כְּבֹ֣א הַשֶּׁ֔מֶשׁ וְשָׁכַ֥ב בְּשַׂלְמָתֹ֖ו וּבֵֽרֲכֶ֑ךָּ וּלְךָ֙ תִּהְיֶ֣ה צְדָקָ֔ה לִפְנֵ֖י יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס ,"('FLMH/', 'wrapper')",וְשָׁכַ֥ב בְּשַׂלְמָתֹ֖ו ,1,665693,1,1,Adju,literal.prepSpatial,בְּ שַׂלְמָתֹ֖ו,ב,,,,,,,
"('2_Samuel', 12, 3)",547059,וְלָרָ֣שׁ אֵֽין־כֹּ֗ל כִּי֩ אִם־כִּבְשָׂ֨ה אַחַ֤ת קְטַנָּה֙ אֲשֶׁ֣ר קָנָ֔ה וַיְחַיֶּ֕הָ וַתִּגְדַּ֥ל עִמֹּ֛ו וְעִם־בָּנָ֖יו יַחְדָּ֑ו מִפִּתֹּ֨ו תֹאכַ֜ל וּמִכֹּסֹ֤ו תִשְׁתֶּה֙ וּבְחֵיקֹ֣ו תִשְׁכָּ֔ב וַתְּהִי־לֹ֖ו כְּבַֽת׃ ,,וּבְחֵיקֹ֣ו תִשְׁכָּ֔ב ,1,700949,1,1,Cmpl,literal.prepSpatial,בְ חֵיקֹ֣ו,ב,,,,,,,
"('1_Kings', 1, 2)",549138,וַיֹּ֧אמְרוּ לֹ֣ו עֲבָדָ֗יו יְבַקְשׁ֞וּ לַאדֹנִ֤י הַמֶּ֨לֶךְ֙ נַעֲרָ֣ה בְתוּלָ֔ה וְעָֽמְדָה֙ לִפְנֵ֣י הַמֶּ֔לֶךְ וּתְהִי־לֹ֖ו סֹכֶ֑נֶת וְשָׁכְבָ֣ה בְחֵיקֶ֔ךָ וְחַ֖ם לַאדֹנִ֥י הַמֶּֽלֶךְ׃ ,,וְשָׁכְבָ֣ה בְחֵיקֶ֔ךָ ,1,706985,1,1,Cmpl,literal.prepSpatial,בְ חֵיקֶ֔ךָ,ב,,,,,,,
"('Jeremiah', 3, 25)",562514,נִשְׁכְּבָ֣ה בְּבָשְׁתֵּ֗נוּ וּֽתְכַסֵּנוּ֮ כְּלִמָּתֵנוּ֒ כִּי֩ לַיהוָ֨ה אֱלֹהֵ֜ינוּ חָטָ֗אנוּ אֲנַ֨חְנוּ֙ וַאֲבֹותֵ֔ינוּ מִנְּעוּרֵ֖ינוּ וְעַד־הַיֹּ֣ום הַזֶּ֑ה וְלֹ֣א שָׁמַ֔עְנוּ בְּקֹ֖ול יְהֹוָ֥ה אֱלֹהֵֽינוּ׃ ס ,,נִשְׁכְּבָ֣ה בְּבָשְׁתֵּ֗נוּ ,1,743903,1,1,Cmpl,literal.prepSpatial,בְּ בָשְׁתֵּ֗נוּ,ב,,,,,,,
"('Isaiah', 14, 18)",557433,כָּל־מַלְכֵ֥י גֹויִ֖ם כֻּלָּ֑ם שָׁכְב֥וּ בְכָבֹ֖וד אִ֥ישׁ בְּבֵיתֹֽו׃ ,,כֻּלָּ֑ם שָׁכְב֥וּ בְכָבֹ֖וד ,1,730738,1,1,Cmpl,literal.prepSpatial,בְ כָבֹ֖וד,ב,,,,,,,
"('1_Samuel', 3, 2)",542098,וַֽיְהִי֙ בַּיֹּ֣ום הַה֔וּא וְעֵלִ֖י שֹׁכֵ֣ב בִּמְקֹמֹ֑ו וְעֵינָיו֙ הֵחֵ֣לּוּ כֵהֹ֔ות לֹ֥א יוּכַ֖ל לִרְאֹֽות׃ ,,וְעֵלִ֖י שֹׁכֵ֣ב בִּמְקֹמֹ֑ו ,1,686065,1,1,Cmpl,literal.prepSpatial,בִּ מְקֹמֹ֑ו,ב,,,,,,,
"('1_Samuel', 3, 3)",542104,וְנֵ֤ר אֱלֹהִים֙ טֶ֣רֶם יִכְבֶּ֔ה וּשְׁמוּאֵ֖ל שֹׁכֵ֑ב בְּהֵיכַ֣ל יְהוָ֔ה אֲשֶׁר־שָׁ֖ם אֲרֹ֥ון אֱלֹהִֽים׃ פ ,,וּשְׁמוּאֵ֖ל שֹׁכֵ֑ב בְּהֵיכַ֣ל יְהוָ֔ה ,1,686080,1,1,Cmpl,literal.prepSpatial,בְּ הֵיכַ֣ל,ב,,,,,,,
"('Leviticus', 14, 47)",526752,וְהַשֹּׁכֵ֣ב בַּבַּ֔יִת יְכַבֵּ֖ס אֶת־בְּגָדָ֑יו וְהָאֹכֵ֣ל בַּבַּ֔יִת יְכַבֵּ֖ס אֶת־בְּגָדָֽיו׃ ,,הַשֹּׁכֵ֣ב בַּבַּ֔יִת ,1,641010,1,1,Loca,literal.prepSpatial,בַּ בַּ֔יִת,ב,,,,,,,
