,numb_node,reference,book,kind,number,numb_text,phrase,sentence,phrase_funct
5048,344165,Job 33:14,Job,card,שׁנים,שְׁתַּ֗יִם ,בִשְׁתַּ֗יִם ,כִּֽי־בְאַחַ֥ת יְדַבֶּר־אֵ֑ל וּ֝בִשְׁתַּ֗יִם לֹ֣א יְשׁוּרֶֽנָּה׃ ,Adju
5049,344252,Job 33:23,Job,card,אחד,אֶחָ֥ד ,מַלְאָ֗ךְ מֵלִ֗יץ אֶחָ֥ד מִנִּי־אָ֑לֶף ,אִם־יֵ֤שׁ עָלָ֨יו׀ מַלְאָ֗ךְ מֵלִ֗יץ אֶחָ֥ד מִנִּי־אָ֑לֶף לְהַגִּ֖יד לְאָדָ֣ם יָשְׁרֹֽו׃ ,Subj
5050,344254,Job 33:23,Job,card,אלף,אָ֑לֶף ,מַלְאָ֗ךְ מֵלִ֗יץ אֶחָ֥ד מִנִּי־אָ֑לֶף ,אִם־יֵ֤שׁ עָלָ֨יו׀ מַלְאָ֗ךְ מֵלִ֗יץ אֶחָ֥ד מִנִּי־אָ֑לֶף לְהַגִּ֖יד לְאָדָ֣ם יָשְׁרֹֽו׃ ,Subj
5051,344325,Job 33:29,Job,card,שׁלשׁ,שָׁלֹ֣ושׁ ,פַּעֲמַ֖יִם שָׁלֹ֣ושׁ ,הֶן־כָּל־אֵ֭לֶּה יִפְעַל־אֵ֑ל פַּעֲמַ֖יִם שָׁלֹ֣ושׁ עִם־גָּֽבֶר׃ לְהָשִׁ֣יב נַ֭פְשֹׁו מִנִּי־שָׁ֑חַת לֵ֝אֹ֗ור בְּאֹ֣ור הַֽחַיִּים׃ ,Modi
5052,346153,Job 40:5,Job,card,אחד,אַחַ֣ת ,אַחַ֣ת ,אַחַ֣ת דִּ֭בַּרְתִּי וּ֝שְׁתַּ֗יִם ,Objc
5053,346159,Job 40:5,Job,card,שׁנים,שְׁתַּ֗יִם ,שְׁתַּ֗יִם ,אַחַ֣ת דִּ֭בַּרְתִּי וּ֝שְׁתַּ֗יִם ,Objc
5054,346458,Job 41:8,Job,card,אחד,אֶחָ֣ד ,אֶחָ֣ד ,אֶחָ֣ד בְּאֶחָ֣ד יִגַּ֑שׁוּ ,Subj
5055,346460,Job 41:8,Job,card,אחד,אֶחָ֣ד ,בְּאֶחָ֣ד ,אֶחָ֣ד בְּאֶחָ֣ד יִגַּ֑שׁוּ ,Cmpl
5056,346698,Job 42:7,Job,card,שׁנים,שְׁנֵ֣י ,בְךָ֙ וּבִשְׁנֵ֣י רֵעֶ֔יךָ ,חָרָ֨ה אַפִּ֤י בְךָ֙ וּבִשְׁנֵ֣י רֵעֶ֔יךָ ,Cmpl
5057,346712,Job 42:8,Job,card,שׁבע,שִׁבְעָֽה־,שִׁבְעָֽה־פָרִים֩ וְשִׁבְעָ֨ה אֵילִ֜ים ,קְחֽוּ־לָכֶ֣ם שִׁבְעָֽה־פָרִים֩ וְשִׁבְעָ֨ה אֵילִ֜ים ,Objc
5058,346715,Job 42:8,Job,card,שׁבע,שִׁבְעָ֨ה ,שִׁבְעָֽה־פָרִים֩ וְשִׁבְעָ֨ה אֵילִ֜ים ,קְחֽוּ־לָכֶ֣ם שִׁבְעָֽה־פָרִים֩ וְשִׁבְעָ֨ה אֵילִ֜ים ,Objc
5059,346831,Job 42:11,Job,card,אחד,אֶחָ֔ת ,קְשִׂיטָ֣ה אֶחָ֔ת ,וַיִּתְּנוּ־לֹ֗ו אִ֚ישׁ קְשִׂיטָ֣ה אֶחָ֔ת וְאִ֕ישׁ נֶ֥זֶם זָהָ֖ב אֶחָֽד׃ ס ,Objc
5060,346836,Job 42:11,Job,card,אחד,אֶחָֽד׃ ס ,נֶ֥זֶם זָהָ֖ב אֶחָֽד׃ ס ,וַיִּתְּנוּ־לֹ֗ו אִ֚ישׁ קְשִׂיטָ֣ה אֶחָ֔ת וְאִ֕ישׁ נֶ֥זֶם זָהָ֖ב אֶחָֽד׃ ס ,Objc
5061,346848,Job 42:12,Job,card,ארבע,אַרְבָּעָה֩ ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5062,346849,Job 42:12,Job,card,עשׂר,עָשָׂ֨ר ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5063,346850,Job 42:12,Job,card,אלף,אֶ֜לֶף ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5064,346853,Job 42:12,Job,card,שׁשׁ,שֵׁ֤שֶׁת ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5065,346854,Job 42:12,Job,card,אלף,אֲלָפִים֙ ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5066,346857,Job 42:12,Job,card,אלף,אֶֽלֶף־,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5067,346861,Job 42:12,Job,card,אלף,אֶ֥לֶף ,אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,וַֽיְהִי־לֹ֡ו אַרְבָּעָה֩ עָשָׂ֨ר אֶ֜לֶף צֹ֗אן וְשֵׁ֤שֶׁת אֲלָפִים֙ גְּמַלִּ֔ים וְאֶֽלֶף־צֶ֥מֶד בָּקָ֖ר וְאֶ֥לֶף אֲתֹונֹֽות׃ ,Subj
5068,346869,Job 42:13,Job,card,שׁלשׁ,שָׁלֹ֥ושׁ ,שִׁבְעָ֥נָה בָנִ֖ים וְשָׁלֹ֥ושׁ בָּנֹֽות׃ ,וַֽיְהִי־לֹ֛ו שִׁבְעָ֥נָה בָנִ֖ים וְשָׁלֹ֥ושׁ בָּנֹֽות׃ ,Subj
5069,346875,Job 42:14,Job,card,אחד,אַחַת֙ ,שֵׁם־הָֽאַחַת֙ ,וַיִּקְרָ֤א שֵׁם־הָֽאַחַת֙ יְמִימָ֔ה וְשֵׁ֥ם הַשֵּׁנִ֖ית קְצִיעָ֑ה וְשֵׁ֥ם הַשְּׁלִישִׁ֖ית קֶ֥רֶן הַפּֽוּךְ׃ ,Objc
5070,346880,Job 42:14,Job,ordn,שׁני,שֵּׁנִ֖ית ,שֵׁ֥ם הַשֵּׁנִ֖ית ,וַיִּקְרָ֤א שֵׁם־הָֽאַחַת֙ יְמִימָ֔ה וְשֵׁ֥ם הַשֵּׁנִ֖ית קְצִיעָ֑ה וְשֵׁ֥ם הַשְּׁלִישִׁ֖ית קֶ֥רֶן הַפּֽוּךְ׃ ,Objc
5071,346885,Job 42:14,Job,ordn,שׁלישׁי,שְּׁלִישִׁ֖ית ,שֵׁ֥ם הַשְּׁלִישִׁ֖ית ,וַיִּקְרָ֤א שֵׁם־הָֽאַחַת֙ יְמִימָ֔ה וְשֵׁ֥ם הַשֵּׁנִ֖ית קְצִיעָ֑ה וְשֵׁ֥ם הַשְּׁלִישִׁ֖ית קֶ֥רֶן הַפּֽוּךְ׃ ,Objc
5072,346912,Job 42:16,Job,card,מאה,מֵאָ֥ה ,מֵאָ֥ה וְאַרְבָּעִ֖ים שָׁנָ֑ה ,וַיְחִ֤י אִיֹּוב֙ אַֽחֲרֵי־זֹ֔את מֵאָ֥ה וְאַרְבָּעִ֖ים שָׁנָ֑ה ,Time
5073,346914,Job 42:16,Job,card,ארבע,אַרְבָּעִ֖ים ,מֵאָ֥ה וְאַרְבָּעִ֖ים שָׁנָ֑ה ,וַיְחִ֤י אִיֹּוב֙ אַֽחֲרֵי־זֹ֔את מֵאָ֥ה וְאַרְבָּעִ֖ים שָׁנָ֑ה ,Time
5074,346924,Job 42:16,Job,card,ארבע,אַרְבָּעָ֖ה ,אַרְבָּעָ֖ה דֹּרֹֽות׃ ,וַיִּרְאֶ֗ה אֶת־בָּנָיו֙ וְאֶת־בְּנֵ֣י בָנָ֔יו אַרְבָּעָ֖ה דֹּרֹֽות׃ ,Objc
5075,347051,Proverbs 1:14,Proverbs,card,אחד,אֶ֝חָ֗ד ,כִּ֥יס אֶ֝חָ֗ד ,כִּ֥יס אֶ֝חָ֗ד יִהְיֶ֥ה לְכֻלָּֽנוּ׃ ,Subj
5076,348388,Proverbs 6:16,Proverbs,card,שׁשׁ,שֶׁשׁ־,שֶׁשׁ־,שֶׁשׁ־הֵ֭נָּה שָׂנֵ֣א יְהוָ֑ה ,PreC
5077,348393,Proverbs 6:16,Proverbs,card,שׁבע,שֶׁ֗בַע ,שֶׁ֗בַע ,וְ֝שֶׁ֗בַע תֹּועֲבַ֥ת נַפְשֹֽׁו׃ ,PreC
5078,348543,Proverbs 6:31,Proverbs,card,שׁבע,שִׁבְעָתָ֑יִם ,שִׁבְעָתָ֑יִם ,יְשַׁלֵּ֣ם שִׁבְעָתָ֑יִם ,Modi
5079,349182,Proverbs 9:1,Proverbs,card,שׁבע,שִׁבְעָֽה׃ ,עַמּוּדֶ֣יהָ שִׁבְעָֽה׃ ,חָצְבָ֖ה עַמּוּדֶ֣יהָ שִׁבְעָֽה׃ ,Objc
5080,351439,Proverbs 17:10,Proverbs,card,מאה,מֵאָֽה׃ ,מֵאָֽה׃ ,תֵּ֣חַת גְּעָרָ֣ה בְמֵבִ֑ין מֵהַכֹּ֖ות כְּסִ֣יל מֵאָֽה׃ ,Adju
5081,351487,Proverbs 17:15,Proverbs,card,שׁנים,שְׁנֵיהֶֽם׃ ,גַּם־שְׁנֵיהֶֽם׃ ,מַצְדִּ֣יק רָ֭שָׁע וּמַרְשִׁ֣יעַ צַדִּ֑יק תֹּועֲבַ֥ת יְ֝הוָ֗ה גַּם־שְׁנֵיהֶֽם׃ ,Subj
5082,351769,Proverbs 18:17,Proverbs,ordn,ראשׁון,רִאשֹׁ֣ון ,הָרִאשֹׁ֣ון בְּרִיבֹ֑ו ,צַדִּ֣יק הָרִאשֹׁ֣ון בְּרִיבֹ֑ו ,Subj
5083,352220,Proverbs 20:10,Proverbs,card,שׁנים,שְׁנֵיהֶֽם׃ ,גַּם־שְׁנֵיהֶֽם׃ ,אֶ֣בֶן וָ֭אֶבֶן אֵיפָ֣ה וְאֵיפָ֑ה תֹּועֲבַ֥ת יְ֝הוָ֗ה גַּם־שְׁנֵיהֶֽם׃ ,Subj
5084,352240,Proverbs 20:12,Proverbs,card,שׁנים,שְׁנֵיהֶֽם׃ ,גַם־שְׁנֵיהֶֽם׃ ,אֹ֣זֶן שֹׁ֖מַעַת וְעַ֣יִן רֹאָ֑ה יְ֝הוָ֗ה עָשָׂ֥ה גַם־שְׁנֵיהֶֽם׃ ,Objc
5085,352322,Proverbs 20:21,Proverbs,ordn,ראשׁון,רִאשֹׁנָ֑ה ,בָּרִאשֹׁנָ֑ה ,נַ֭חֲלָה מְבֹהֶ֣לֶת בָּרִאשֹׁנָ֑ה ,Adju
5086,353513,Proverbs 24:16,Proverbs,card,שׁבע,שֶׁ֨בַע׀ ,שֶׁ֨בַע׀ ,כִּ֤י שֶׁ֨בַע׀ יִפֹּ֣ול צַדִּ֣יק ,Modi
5087,353582,Proverbs 24:22,Proverbs,card,שׁנים,שְׁ֝נֵיהֶ֗ם ,פִ֥יד שְׁ֝נֵיהֶ֗ם ,וּפִ֥יד שְׁ֝נֵיהֶ֗ם מִ֣י יֹודֵֽעַ׃ ס ,Objc
5088,354173,Proverbs 26:16,Proverbs,card,שׁבע,שִּׁבְעָ֗ה ,מִ֝שִּׁבְעָ֗ה מְשִׁ֣יבֵי טָֽעַם׃ ,חָכָ֣ם עָצֵ֣ל בְּעֵינָ֑יו מִ֝שִּׁבְעָ֗ה מְשִׁ֣יבֵי טָֽעַם׃ ,Adju
5089,354264,Proverbs 26:25,Proverbs,card,שׁבע,שֶׁ֖בַע ,שֶׁ֖בַע תֹּועֵבֹ֣ות ,כִּ֤י שֶׁ֖בַע תֹּועֵבֹ֣ות בְּלִבֹּֽו׃ ,Subj
5090,354325,Proverbs 27:3,Proverbs,card,שׁנים,שְּׁנֵיהֶֽם׃ ,מִשְּׁנֵיהֶֽם׃ ,וְכַ֥עַס אֱ֝וִ֗יל כָּבֵ֥ד מִשְּׁנֵיהֶֽם׃ ,Adju
5091,354760,Proverbs 28:18,Proverbs,card,אחד,אֶחָֽת׃ ,בְּאֶחָֽת׃ ,וְנֶעְקַ֥שׁ דְּ֝רָכַ֗יִם יִפֹּ֥ול בְּאֶחָֽת׃ ,Adju
5092,354984,Proverbs 29:13,Proverbs,card,שׁנים,שְׁנֵיהֶ֣ם ,עֵינֵ֖י שְׁנֵיהֶ֣ם ,מֵ֤אִיר־עֵינֵ֖י שְׁנֵיהֶ֣ם יְהוָֽה׃ ,Objc
5093,355195,Proverbs 30:7,Proverbs,card,שׁנים,שְׁ֭תַּיִם ,שְׁ֭תַּיִם ,שְׁ֭תַּיִם שָׁאַ֣לְתִּי מֵאִתָּ֑ךְ ,Objc
5094,355287,Proverbs 30:15,Proverbs,card,שׁנים,שְׁתֵּ֥י ,שְׁתֵּ֥י בָנֹות֮ ,לַֽעֲלוּקָ֨ה׀ שְׁתֵּ֥י בָנֹות֮ ,Subj
5095,355291,Proverbs 30:15,Proverbs,card,שׁלשׁ,שָׁלֹ֣ושׁ ,שָׁלֹ֣ושׁ הֵ֭נָּה ,שָׁלֹ֣ושׁ הֵ֭נָּה לֹ֣א תִשְׂבַּ֑עְנָה ,Subj
5096,355295,Proverbs 30:15,Proverbs,card,ארבע,אַ֝רְבַּ֗ע ,אַ֝רְבַּ֗ע ,אַ֝רְבַּ֗ע לֹא־אָ֥מְרוּ שְׁאֹול֮ וְעֹ֪צֶ֫ר רָ֥חַם אֶ֭רֶץ לֹא־שָׂ֣בְעָה מַּ֑יִם וְ֝אֵ֗שׁ לֹא־אָ֥מְרָה ,Subj
5097,355328,Proverbs 30:18,Proverbs,card,שׁלשׁ,שְׁלֹשָׁ֣ה ,שְׁלֹשָׁ֣ה הֵ֭מָּה ,שְׁלֹשָׁ֣ה הֵ֭מָּה נִפְלְא֣וּ מִמֶּ֑נִּי ,Subj
5098,355333,Proverbs 30:18,Proverbs,card,ארבע,אַרְבָּעָ֗ה ,אַרְבָּעָ֗ה ,וְ֝אַרְבָּעָ֗ה לֹ֣א יְדַעְתִּֽים׃ דֶּ֤רֶךְ הַנֶּ֨שֶׁר׀ בַּשָּׁמַיִם֮ דֶּ֥רֶךְ נָחָ֗שׁ עֲלֵ֫י צ֥וּר דֶּֽרֶךְ־אֳנִיָּ֥ה בְלֶב־יָ֑ם וְדֶ֖רֶךְ גֶּ֣בֶר בְּעַלְמָֽה׃ ,Frnt
5099,355370,Proverbs 30:21,Proverbs,card,שׁלשׁ,שָׁ֭לֹושׁ ,תַּ֣חַת שָׁ֭לֹושׁ ,תַּ֣חַת שָׁ֭לֹושׁ רָ֣גְזָה אֶ֑רֶץ תַּֽחַת־עֶ֭בֶד כִּ֣י יִמְלֹ֑וךְ וְ֝נָבָ֗ל כִּ֣י יִֽשְׂבַּֽע־לָֽחֶם׃ תַּ֣חַת שְׂ֭נוּאָה כִּ֣י תִבָּעֵ֑ל וְ֝שִׁפְחָ֗ה כִּֽי־תִירַ֥שׁ גְּבִרְתָּֽהּ׃ פ ,Adju
5100,355375,Proverbs 30:21,Proverbs,card,ארבע,אַ֝רְבַּ֗ע ,תַ֥חַת אַ֝רְבַּ֗ע ,וְתַ֥חַת אַ֝רְבַּ֗ע לֹא־תוּכַ֥ל שְׂאֵֽת׃ ,Adju
5101,355397,Proverbs 30:24,Proverbs,card,ארבע,אַרְבָּ֣עָה ,אַרְבָּ֣עָה הֵ֭ם ,אַרְבָּ֣עָה הֵ֭ם קְטַנֵּי־אָ֑רֶץ ,Subj
5102,355444,Proverbs 30:29,Proverbs,card,שׁלשׁ,שְׁלֹשָׁ֣ה ,שְׁלֹשָׁ֣ה הֵ֭מָּה ,שְׁלֹשָׁ֣ה הֵ֭מָּה מֵיטִ֣יבֵי צָ֑עַד ,Subj
5103,355449,Proverbs 30:29,Proverbs,card,ארבע,אַרְבָּעָ֗ה ,אַרְבָּעָ֗ה ,וְ֝אַרְבָּעָ֗ה מֵיטִ֥בֵי לָֽכֶת׃ לַ֭יִשׁ גִּבֹּ֣ור בַּבְּהֵמָ֑ה וְלֹא־יָ֝שׁ֗וּב מִפְּנֵי־כֹֽל׃ זַרְזִ֣יר מָתְנַ֣יִם אֹו־תָ֑יִשׁ וּ֝מֶ֗לֶךְ אַלְק֥וּם עִמֹּֽו׃ ,Subj
5104,355820,Ruth 1:1,Ruth,card,שׁנים,שְׁנֵ֥י ,אִ֜ישׁ מִבֵּ֧ית לֶ֣חֶם יְהוּדָ֗ה ה֥וּא וְאִשְׁתֹּ֖ו וּשְׁנֵ֥י בָנָֽיו׃ ,וַיֵּ֨לֶךְ אִ֜ישׁ מִבֵּ֧ית לֶ֣חֶם יְהוּדָ֗ה לָגוּר֙ בִּשְׂדֵ֣י מֹואָ֔ב ה֥וּא וְאִשְׁתֹּ֖ו וּשְׁנֵ֥י בָנָֽיו׃ ,Subj
5105,355833,Ruth 1:2,Ruth,card,שׁנים,שְׁנֵֽי־,שֵׁ֥ם שְׁנֵֽי־בָנָ֣יו׀ ,וְשֵׁ֥ם שְׁנֵֽי־בָנָ֣יו׀ מַחְלֹ֤ון וְכִלְיֹון֙ ,Subj
5106,355858,Ruth 1:3,Ruth,card,שׁנים,שְׁנֵ֥י ,הִ֖יא וּשְׁנֵ֥י בָנֶֽיהָ׃ ,וַתִּשָּׁאֵ֥ר הִ֖יא וּשְׁנֵ֥י בָנֶֽיהָ׃ ,Subj
5107,355867,Ruth 1:4,Ruth,card,אחד,אַחַת֙ ,שֵׁ֤ם הָֽאַחַת֙ ,שֵׁ֤ם הָֽאַחַת֙ עָרְפָּ֔ה ,Subj
5108,355872,Ruth 1:4,Ruth,ordn,שׁני,שֵּׁנִ֖ית ,שֵׁ֥ם הַשֵּׁנִ֖ית ,וְשֵׁ֥ם הַשֵּׁנִ֖ית ר֑וּת ,Subj
5109,355878,Ruth 1:4,Ruth,card,עשׂר,עֶ֥שֶׂר ,כְּעֶ֥שֶׂר שָׁנִֽים׃ ,וַיֵּ֥שְׁבוּ שָׁ֖ם כְּעֶ֥שֶׂר שָׁנִֽים׃ ,Time
5110,355883,Ruth 1:5,Ruth,card,שׁנים,שְׁנֵיהֶ֖ם ,גַם־שְׁנֵיהֶ֖ם מַחְלֹ֣ון וְכִלְיֹ֑ון ,וַיָּמ֥וּתוּ גַם־שְׁנֵיהֶ֖ם מַחְלֹ֣ון וְכִלְיֹ֑ון ,Subj
5111,355892,Ruth 1:5,Ruth,card,שׁנים,שְּׁנֵ֥י ,מִשְּׁנֵ֥י יְלָדֶ֖יהָ וּמֵאִישָֽׁהּ׃ ,וַתִּשָּׁאֵר֙ הָֽאִשָּׁ֔ה מִשְּׁנֵ֥י יְלָדֶ֖יהָ וּמֵאִישָֽׁהּ׃ ,Adju
5112,355930,Ruth 1:7,Ruth,card,שׁנים,שְׁתֵּ֥י ,שְׁתֵּ֥י כַלֹּתֶ֖יהָ ,וּשְׁתֵּ֥י כַלֹּתֶ֖יהָ עִמָּ֑הּ ,Subj
5113,355947,Ruth 1:8,Ruth,card,שׁנים,שְׁתֵּ֣י ,לִשְׁתֵּ֣י כַלֹּתֶ֔יהָ ,וַתֹּ֤אמֶר נָעֳמִי֙ לִשְׁתֵּ֣י כַלֹּתֶ֔יהָ ,Cmpl
5114,356152,Ruth 1:19,Ruth,card,שׁנים,שְׁתֵּיהֶ֔ם ,שְׁתֵּיהֶ֔ם ,וַתֵּלַ֣כְנָה שְׁתֵּיהֶ֔ם עַד־בֹּאָ֖נָה בֵּ֣ית לָ֑חֶם ,Subj
5115,356528,Ruth 2:13,Ruth,card,אחד,אַחַ֖ת ,כְּאַחַ֖ת שִׁפְחֹתֶֽיךָ׃ ,וְאָנֹכִי֙ לֹ֣א אֶֽהְיֶ֔ה כְּאַחַ֖ת שִׁפְחֹתֶֽיךָ׃ ,Cmpl
5116,356944,Ruth 3:10,Ruth,ordn,ראשׁון,רִאשֹׁ֑ון ,מִן־הָרִאשֹׁ֑ון ,הֵיטַ֛בְתְּ חַסְדֵּ֥ךְ הָאַחֲרֹ֖ון מִן־הָרִאשֹׁ֑ון לְבִלְתִּי־לֶ֗כֶת אַחֲרֵי֙ הַבַּ֣חוּרִ֔ים ,Adju
5117,357054,Ruth 3:15,Ruth,card,שׁשׁ,שֵׁשׁ־,שֵׁשׁ־שְׂעֹרִים֙ ,וַיָּ֤מָד שֵׁשׁ־שְׂעֹרִים֙ ,Objc
5118,357084,Ruth 3:17,Ruth,card,שׁשׁ,שֵׁשׁ־,שֵׁשׁ־הַשְּׂעֹרִ֥ים הָאֵ֖לֶּה ,שֵׁשׁ־הַשְּׂעֹרִ֥ים הָאֵ֖לֶּה נָ֣תַן לִ֑י ,Objc
5119,357150,Ruth 4:2,Ruth,card,עשׂרה,עֲשָׂרָ֧ה ,עֲשָׂרָ֧ה אֲנָשִׁ֛ים ,וַיִּקַּ֞ח עֲשָׂרָ֧ה אֲנָשִׁ֛ים מִזִּקְנֵ֥י הָעִ֖יר ,Objc
5120,357409,Ruth 4:11,Ruth,card,שׁנים,שְׁתֵּיהֶם֙ ,שְׁתֵּיהֶם֙ ,יִתֵּן֩ יְהוָ֨ה אֶֽת־הָאִשָּׁ֜ה הַבָּאָ֣ה אֶל־בֵּיתֶ֗ךָ כְּרָחֵ֤ל׀ וּכְלֵאָה֙ אֲשֶׁ֨ר בָּנ֤וּ שְׁתֵּיהֶם֙ אֶת־בֵּ֣ית יִשְׂרָאֵ֔ל ,Subj
5121,357508,Ruth 4:15,Ruth,card,שׁבע,שִּׁבְעָ֖ה ,מִשִּׁבְעָ֖ה בָּנִֽים׃ ,כִּ֣י כַלָּתֵ֤ךְ אֲֽשֶׁר־אֲהֵבַ֨תֶךְ֙ יְלָדַ֔תּוּ אֲשֶׁר־הִיא֙ טֹ֣ובָה לָ֔ךְ מִשִּׁבְעָ֖ה בָּנִֽים׃ ,Adju
5122,358147,Song_of_songs 3:7,Song_of_songs,card,שׁשׁ,שִׁשִּׁ֥ים ,שִׁשִּׁ֥ים גִּבֹּרִ֖ים מִגִּבֹּרֵ֖י יִשְׂרָאֵֽל׃ ,שִׁשִּׁ֥ים גִּבֹּרִ֖ים סָבִ֣יב לָ֑הּ מִגִּבֹּרֵ֖י יִשְׂרָאֵֽל׃ ,Subj
5123,358277,Song_of_songs 4:4,Song_of_songs,card,אלף,אֶ֤לֶף ,אֶ֤לֶף הַמָּגֵן֙ ,אֶ֤לֶף הַמָּגֵן֙ תָּל֣וּי עָלָ֔יו ,Subj
5124,358286,Song_of_songs 4:5,Song_of_songs,card,שׁנים,שְׁנֵ֥י ,שְׁנֵ֥י שָׁדַ֛יִךְ ,שְׁנֵ֥י שָׁדַ֛יִךְ כִּשְׁנֵ֥י עֳפָרִ֖ים תְּאֹומֵ֣י צְבִיָּ֑ה הָרֹועִ֖ים בַּשֹּׁושַׁנִּֽים׃ ,Subj
5125,358289,Song_of_songs 4:5,Song_of_songs,card,שׁנים,שְׁנֵ֥י ,כִּשְׁנֵ֥י עֳפָרִ֖ים ,שְׁנֵ֥י שָׁדַ֛יִךְ כִּשְׁנֵ֥י עֳפָרִ֖ים תְּאֹומֵ֣י צְבִיָּ֑ה הָרֹועִ֖ים בַּשֹּׁושַׁנִּֽים׃ ,PreC
5126,358353,Song_of_songs 4:9,Song_of_songs,card,אחד,אַחַ֣ת ,בְּאַחַ֣ת מֵעֵינַ֔יִךְ ,לִבַּבְתִּ֨ינִי֙ בְּאַחַ֣ת מֵעֵינַ֔יִךְ בְּאַחַ֥ד עֲנָ֖ק מִצַּוְּרֹנָֽיִךְ׃ ,Cmpl
5127,358357,Song_of_songs 4:9,Song_of_songs,card,אחד,אַחַ֥ד ,בְּאַחַ֥ד עֲנָ֖ק מִצַּוְּרֹנָֽיִךְ׃ ,לִבַּבְתִּ֨ינִי֙ בְּאַחַ֣ת מֵעֵינַ֔יִךְ בְּאַחַ֥ד עֲנָ֖ק מִצַּוְּרֹנָֽיִךְ׃ ,Cmpl
5128,358780,Song_of_songs 6:8,Song_of_songs,card,שׁשׁ,שִׁשִּׁ֥ים ,שִׁשִּׁ֥ים ,שִׁשִּׁ֥ים הֵ֨מָּה֙ מְּלָכֹ֔ות ,PreC
