reference,match_text,distance,same?,notes,suffix,subject,sfx_pgn,sbj_pgn,context,con_typs,con_doms,ca_typ,mo_typ,ca,mother
1_Samuel 18:26-25,"וַיֹּ֨אמֶר שָׁא֜וּל 
...
וַיַּגִּ֨דוּ עֲבָדָ֤יו לְדָוִד֙ אֶת־הַדְּבָרִ֣ים הָאֵ֔לֶּה ",7,,,עֲבָדָ֤יו ,שָׁא֜וּל ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","הִתְחַתֵּ֣ן בַּמֶּ֔לֶךְ –––––––––––––
וְאָנֹכִ֖י אִֽישׁ־רָ֥שׁ וְנִקְלֶֽה׃ ––––––––––––
וַיַּגִּ֜דוּ עַבְדֵ֥י שָׁא֛וּל לֹ֖ו –––––––––
לֵאמֹ֑ר ––––––––––
כַּדְּבָרִ֥ים הָאֵ֖לֶּה דִּבֶּ֥ר דָּוִֽד׃ פ –––––––––––
וַיֹּ֨אמֶר שָׁא֜וּל *––––––––
כֹּֽה־תֹאמְר֣וּ לְדָוִ֗ד –––––––––––
אֵֽין־חֵ֤פֶץ לַמֶּ֨לֶךְ֙ בְּמֹ֔הַר ––––––––––––
כִּ֗י בְּמֵאָה֙ עָרְלֹ֣ות פְּלִשְׁתִּ֔ים –––––––––––––
לְהִנָּקֵ֖ם בְּאֹיְבֵ֣י הַמֶּ֑לֶךְ ––––––––––––––
וְשָׁא֣וּל חָשַׁ֔ב ––––––––––
לְהַפִּ֥יל אֶת־דָּוִ֖ד בְּיַד־פְּלִשְׁתִּֽים׃ –––––––––––
וַיַּגִּ֨דוּ עֲבָדָ֤יו לְדָוִד֙ אֶת־הַדְּבָרִ֣ים הָאֵ֔לֶּה *–––––––––
וַיִּשַׁ֤ר הַדָּבָר֙ בְּעֵינֵ֣י דָוִ֔ד ––––––––––
לְהִתְחַתֵּ֖ן בַּמֶּ֑לֶךְ ––––––––––––
וְלֹ֥א מָלְא֖וּ הַיָּמִֽים׃ –––––––––––
וַיָּ֨קָם דָּוִ֜ד ––––––––––––
וַיֵּ֣לֶךְ׀ ה֣וּא וַאֲנָשָׁ֗יו –––––––––––––","InfC
NmCl
WayX
InfC
xQtX
WayX
xYq0
NmCl
NmCl
InfC
WXQt
InfC
WayX
WayX
InfC
WxQX
WayX
WayX","Q
Q
N
N
Q
N
Q
Q
Q
Q
N
N
N
N
N
N
N
N",WayX,WayX,544198,544191
1_Samuel 26:7,"וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב 
...
וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו ",3,,,חֲנִיתֹ֥ו ,שָׁא֗וּל ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","לֵאמֹ֔ר ––––
מִֽי־יֵרֵ֥ד אִתִּ֛י אֶל־שָׁא֖וּל אֶל־הַֽמַּחֲנֶ֑ה –––––
וַיֹּ֣אמֶר אֲבִישַׁ֔י –––
אֲנִ֖י אֵרֵ֥ד עִמָּֽךְ׃ ––––
וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ ––
וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב *–––
יָשֵׁן֙ ––––––
בַּמַּעְגָּ֔ל –––––
וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו *––––
וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃–––––
וַיֹּ֤אמֶר אֲבִישַׁי֙ אֶל־דָּוִ֔ד ––
סִגַּ֨ר אֱלֹהִ֥ים הַיֹּ֛ום אֶת־אֹויִבְךָ֖ בְּיָדֶ֑ךָ –––
וְעַתָּה֩ ––––
אַכֶּ֨נּוּ נָ֜א בַּחֲנִ֤ית וּבָאָ֨רֶץ֙ פַּ֣עַם אַחַ֔ת –––––","InfC
XYqt
WayX
XYqt
WayX
Ptcp
AjCl
Defc
Ptcp
Ptcp
WayX
ZQtX
MSyn
ZYq0","N
Q
N
Q
N
N
N
N
N
N
N
Q
Q
Q",Ptcp,Ptcp,545309,545306
1_Samuel 27:11,"וְאִ֨ישׁ וְאִשָּׁ֜ה לֹֽא־יְחַיֶּ֣ה דָוִ֗ד 
...
וְכֹ֣ה מִשְׁפָּטֹ֔ו כָּל־הַ֨יָּמִ֔ים ",6,,,מִשְׁפָּטֹ֔ו ,דָוִ֗ד ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וַיָּבֹ֥א אֶל־אָכִֽישׁ׃ ––––
וַיֹּ֣אמֶר אָכִ֔ישׁ –––––
אַל־פְּשַׁטְתֶּ֖ם הַיֹּ֑ום ––––––
וַיֹּ֣אמֶר דָּוִ֗ד –––––
עַל־נֶ֤גֶב יְהוּדָה֙ וְעַל־נֶ֣גֶב הַיַּרְחְמְאֵלִ֔י וְאֶל־נֶ֖גֶב הַקֵּינִֽי׃ –––––––
וְאִ֨ישׁ וְאִשָּׁ֜ה לֹֽא־יְחַיֶּ֣ה דָוִ֗ד *––––––
לְהָבִ֥יא גַת֙ –––––––––
לֵאמֹ֔ר ––––––––
פֶּן־יַגִּ֥דוּ עָלֵ֖ינוּ –––––––––
לֵאמֹ֑ר ––––––––––
כֹּֽה־עָשָׂ֤ה דָוִד֙ –––––––––––
וְכֹ֣ה מִשְׁפָּטֹ֔ו כָּל־הַ֨יָּמִ֔ים *–––––––
אֲשֶׁ֥ר יָשַׁ֖ב בִּשְׂדֵ֥ה פְלִשְׁתִּֽים׃ ––––––––
וַיַּאֲמֵ֥ן אָכִ֖ישׁ בְּדָוִ֣ד 
לֵאמֹ֑ר –
הַבְאֵ֤שׁ הִבְאִישׁ֙ בְּעַמֹּ֣ו בְיִשְׂרָאֵ֔ל ––
וְהָ֥יָה לִ֖י לְעֶ֥בֶד עֹולָֽם׃ פ –––","Way0
WayX
xQt0
WayX
NmCl
WxYX
InfC
InfC
xYq0
InfC
xQtX
NmCl
xQt0
WayX
InfC
xQt0
WQt0","N
N
Q
N
Q
D
D
D
Q
Q
Q
D
D
N
N
Q
Q",NmCl,WxYX,545467,545461
1_Samuel 28:7,"וַיֹּ֨אמֶר שָׁא֜וּל לַעֲבָדָ֗יו 
...
וַיֹּאמְר֤וּ עֲבָדָיו֙ אֵלָ֔יו ",4,,,עֲבָדָיו֙ ,שָׁא֜וּל ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וַיַּ֥רְא שָׁא֖וּל אֶת־מַחֲנֵ֣ה פְלִשְׁתִּ֑ים –
וַיִּרָ֕א ––
וַיֶּחֱרַ֥ד לִבֹּ֖ו מְאֹֽד׃ –––
וַיִּשְׁאַ֤ל שָׁאוּל֙ בַּֽיהוָ֔ה –
וְלֹ֥א עָנָ֖הוּ יְהוָ֑ה גַּ֧ם בַּחֲלֹמֹ֛ות גַּ֥ם בָּאוּרִ֖ים גַּ֥ם בַּנְּבִיאִֽם׃ ––
וַיֹּ֨אמֶר שָׁא֜וּל לַעֲבָדָ֗יו *–
בַּקְּשׁוּ־לִי֙ אֵ֣שֶׁת בַּעֲלַת־אֹ֔וב –––
וְאֵלְכָ֥ה אֵלֶ֖יהָ ––––
וְאֶדְרְשָׁה־בָּ֑הּ ––––
וַיֹּאמְר֤וּ עֲבָדָיו֙ אֵלָ֔יו *––
הִנֵּ֛ה אֵ֥שֶׁת בַּֽעֲלַת־אֹ֖וב בְּעֵ֥ין דֹּֽור׃ –––
וַיִּתְחַפֵּ֣שׂ שָׁא֗וּל –
וַיִּלְבַּשׁ֙ בְּגָדִ֣ים אֲחֵרִ֔ים ––
וַיֵּ֣לֶךְ ה֗וּא וּשְׁנֵ֤י אֲנָשִׁים֙ עִמֹּ֔ו –––
וַיָּבֹ֥אוּ אֶל־הָאִשָּׁ֖ה לָ֑יְלָה ––––","WayX
Way0
WayX
WayX
WxQX
WayX
ZIm0
WYq0
WYq0
WayX
NmCl
WayX
Way0
WayX
Way0","N
N
N
N
N
N
Q
Q
Q
N
Q
N
N
N
N",WayX,WayX,545502,545498
2_Samuel 12:21-20,"וַיָּקָם֩ דָּוִ֨ד מֵהָאָ֜רֶץ 
...
וַיֹּאמְר֤וּ עֲבָדָיו֙ אֵלָ֔יו ",10,,,עֲבָדָיו֙ ,דָּוִ֨ד ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","כִּ֣י מֵ֣ת הַיָּ֑לֶד –––
וַיֹּ֨אמֶר דָּוִ֧ד אֶל־עֲבָדָ֛יו ––
הֲמֵ֥ת הַיֶּ֖לֶד ––––
וַיֹּ֥אמְרוּ –––
מֵֽת׃ ––––
וַיָּקָם֩ דָּוִ֨ד מֵהָאָ֜רֶץ *––
וַיִּרְחַ֣ץ –––
וַיָּ֗סֶךְ –––
וַיְחַלֵּף֙ שִׂמְלֹתָ֔יו –––
וַיָּבֹ֥א בֵית־יְהוָ֖ה –––
וַיִּשְׁתָּ֑חוּ –––
וַיָּבֹא֙ אֶל־בֵּיתֹ֔ו –––
וַיִּשְׁאַ֕ל –––
וַיָּשִׂ֥ימוּ לֹ֛ו לֶ֖חֶם ––––
וַיֹּאכַֽל׃ –––––
וַיֹּאמְר֤וּ עֲבָדָיו֙ אֵלָ֔יו *––
מָֽה־הַדָּבָ֥ר הַזֶּ֖ה ––––
אֲשֶׁ֣ר עָשִׂ֑יתָה ––––––
בַּעֲב֞וּר הַיֶּ֤לֶד חַי֙ –––––
צַ֣מְתָּ –––––––
וַתֵּ֔בְךְּ ––––––––","xQtX
WayX
xQtX
Way0
ZQt0
WayX
Way0
Way0
Way0
Way0
Way0
Way0
Way0
Way0
Way0
WayX
NmCl
xQt0
AjCl
ZQt0
Way0","N
N
Q
N
Q
N
N
N
N
N
N
N
N
N
N
N
Q
Q
Q
Q
N",WayX,WayX,547157,547147
2_Samuel 22:51-47,"חַי־יְהוָ֖ה 
...
מִגְדֹּ֖ול יְשׁוּעֹ֣ות מַלְכֹּ֑ו ",13,,,מַלְכֹּ֑ו ,יְהוָ֖ה ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","בְּנֵ֥י נֵכָ֖ר יִתְכַּֽחֲשׁוּ־לִ֑י –––––––––––
לִשְׁמֹ֥ועַ אֹ֖זֶן –––––––––––––
יִשָּׁ֥מְעוּ לִֽי׃ ––––––––––––
בְּנֵ֥י נֵכָ֖ר יִבֹּ֑לוּ –––––––––––
וְיַחְגְּר֖וּ מִמִּסְגְּרֹותָֽם׃ ––––––––––––
חַי־יְהוָ֖ה *–––
וּבָר֣וּךְ צוּרִ֑י ––––––––
וְיָרֻ֕ם אֱלֹהֵ֖י צ֥וּר יִשְׁעִֽי׃ –––––––
הָאֵ֕ל ––––––
הַנֹּתֵ֥ן נְקָמֹ֖ת לִ֑י –––––––
וּמֹורִ֥יד עַמִּ֖ים תַּחְתֵּֽנִי׃ ––––––––
וּמֹוצִיאִ֖י מֵאֹֽיְבָ֑י –––––––––
וּמִקָּמַי֙ תְּרֹ֣ומְמֵ֔נִי ––––––––––
מֵאִ֥ישׁ חֲמָסִ֖ים תַּצִּילֵֽנִי׃ –––––––––––
עַל־כֵּ֛ן אֹודְךָ֥ –––––
יְהוָ֖ה ––––––––
בַּגֹּויִ֑ם –––––––
וּלְשִׁמְךָ֖ אֲזַמֵּֽר׃ ––––––
מִגְדֹּ֖ול יְשׁוּעֹ֣ות מַלְכֹּ֑ו *––––
וְעֹֽשֶׂה־חֶ֧סֶד לִמְשִׁיחֹ֛ו לְדָוִ֥ד וּלְזַרְעֹ֖ו עַד־עֹולָֽם׃ פ –––––
וְאֵ֛לֶּה דִּבְרֵ֥י דָוִ֖ד הָאַֽחֲרֹנִ֑ים 
נְאֻ֧ם דָּוִ֣ד בֶּן־יִשַׁ֗י וּנְאֻ֤ם הַגֶּ֨בֶר֙ –––
הֻ֣קַם עָ֔ל –––––
מְשִׁ֨יחַ֙ אֱלֹהֵ֣י יַֽעֲקֹ֔ב וּנְעִ֖ים זְמִרֹ֥ות יִשְׂרָאֵֽל׃ ––––","XYqt
InfC
ZYq0
XYqt
WYq0
AjCl
Ptcp
WYqX
Ellp
Ptcp
Ptcp
Ptcp
WxY0
xYq0
xYq0
Voct
Defc
WxY0
NmCl
Ptcp
NmCl
NmCl
ZQt0
Defc","D
D
D
D
D
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
?
?
?
?",NmCl,AjCl,548868,548855
1_Kings 1:2-1,"וְהַמֶּ֤לֶךְ דָּוִד֙ זָקֵ֔ן 
...
וַיֹּ֧אמְרוּ לֹ֣ו עֲבָדָ֗יו ",4,,,עֲבָדָ֗יו ,מֶּ֤לֶךְ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וַיִּ֨קֶן דָּוִ֤ד אֶת־הַגֹּ֨רֶן֙ וְאֶת־הַבָּקָ֔ר בְּכֶ֖סֶף שְׁקָלִ֥ים חֲמִשִּֽׁים׃ –––
וַיִּבֶן֩ שָׁ֨ם דָּוִ֤ד מִזְבֵּ֨חַ֙ לַֽיהוָ֔ה –––
וַיַּ֥עַל עֹלֹ֖ות וּשְׁלָמִ֑ים ––––
וַיֵּעָתֵ֤ר יְהוָה֙ לָאָ֔רֶץ 
וַתֵּעָצַ֥ר הַמַּגֵּפָ֖ה מֵעַ֥ל יִשְׂרָאֵֽל׃ –
וְהַמֶּ֤לֶךְ דָּוִד֙ זָקֵ֔ן *
בָּ֖א בַּיָּמִ֑ים –––
וַיְכַסֻּ֨הוּ֙ בַּבְּגָדִ֔ים ––
וְלֹ֥א יִחַ֖ם לֹֽו׃ –––
וַיֹּ֧אמְרוּ לֹ֣ו עֲבָדָ֗יו *–
יְבַקְשׁ֞וּ לַאדֹנִ֤י הַמֶּ֨לֶךְ֙ נַעֲרָ֣ה בְתוּלָ֔ה –––
וְעָֽמְדָה֙ לִפְנֵ֣י הַמֶּ֔לֶךְ ––––
וּתְהִי־לֹ֖ו סֹכֶ֑נֶת –––––
וְשָׁכְבָ֣ה בְחֵיקֶ֔ךָ ––––
וְחַ֖ם לַאדֹנִ֥י הַמֶּֽלֶךְ׃ –––––","WayX
WayX
Way0
WayX
WayX
WXQt
ZQt0
Way0
WxY0
WayX
ZYq0
WQt0
WYq0
WQt0
WQt0","N
N
N
N
N
?
?
N
D
N
Q
Q
Q
Q
Q",WayX,WXQt,549134,549130
1_Kings 3:26,"וַתֹּ֣אמֶר הָאִשָּׁה֩ 
...
כִּֽי־נִכְמְר֣וּ רַחֲמֶיהָ֮ עַל־בְּנָהּ֒ ",3,,,רַחֲמֶיהָ֮ ,אִשָּׁה֩ ,"('p3', 'f', 'sg')","('NA', 'f', 'sg')","וַיָּבִ֥אוּ הַחֶ֖רֶב לִפְנֵ֥י הַמֶּֽלֶךְ׃ ––––
וַיֹּ֣אמֶר הַמֶּ֔לֶךְ –––
גִּזְר֛וּ אֶת־הַיֶּ֥לֶד הַחַ֖י לִשְׁנָ֑יִם ––––
וּתְנ֤וּ אֶֽת־הַחֲצִי֙ לְאַחַ֔ת –––––
וְאֶֽת־הַחֲצִ֖י לְאֶחָֽת׃ ––––––
וַתֹּ֣אמֶר הָאִשָּׁה֩ *–––
אֲשֶׁר־בְּנָ֨הּ הַחַ֜י ––––––––
אֶל־הַמֶּ֗לֶךְ –––––––
כִּֽי־נִכְמְר֣וּ רַחֲמֶיהָ֮ עַל־בְּנָהּ֒ *––––––
וַתֹּ֣אמֶר׀ –––––
בִּ֣י אֲדֹנִ֗י ––––––
תְּנוּ־לָהּ֙ אֶת־הַיָּל֣וּד הַחַ֔י –––––––
וְהָמֵ֖ת אַל־תְּמִיתֻ֑הוּ ––––––––
וְזֹ֣את אֹמֶ֗רֶת ––––","Way0
WayX
ZIm0
WIm0
Ellp
WayX
NmCl
Defc
xQtX
Way0
Voct
ZIm0
WxY0
Ptcp","N
N
Q
Q
Q
N
N
N
N
N
Q
Q
Q
N",xQtX,WayX,549731,549728
1_Kings 13:4,"וַיִּשְׁלַ֨ח יָרָבְעָ֧ם אֶת־יָדֹ֛ו מֵעַ֥ל הַמִּזְבֵּ֖חַ 
...
וַתִּיבַ֤שׁ יָדֹו֙ ",3,,,יָדֹו֙ ,יָרָבְעָ֧ם ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וְנִשְׁפַּ֖ךְ הַדֶּ֥שֶׁן –––––––––
אֲשֶׁר־עָלָֽיו׃ ––––––––––
וַיְהִי֩ ––––
כִשְׁמֹ֨עַ הַמֶּ֜לֶךְ אֶת־דְּבַ֣ר אִישׁ־הָאֱלֹהִ֗ים ––––––
אֲשֶׁ֨ר קָרָ֤א עַל־הַמִּזְבֵּ֨חַ֙ בְּבֵֽית־אֵ֔ל –––––––
וַיִּשְׁלַ֨ח יָרָבְעָ֧ם אֶת־יָדֹ֛ו מֵעַ֥ל הַמִּזְבֵּ֖חַ *–––––
לֵאמֹ֣ר׀ ––––––
תִּפְשֻׂ֑הוּ –––––––
וַתִּיבַ֤שׁ יָדֹו֙ *–––––
אֲשֶׁ֣ר שָׁלַ֣ח עָלָ֔יו ––––––––
וְלֹ֥א יָכֹ֖ל –––––––
לַהֲשִׁיבָ֥הּ אֵלָֽיו׃ ––––––––
וְהַמִּזְבֵּ֣חַ נִקְרָ֔ע ––––––
וַיִּשָּׁפֵ֥ךְ הַדֶּ֖שֶׁן מִן־הַמִּזְבֵּ֑חַ –––––––","WQtX
NmCl
Way0
InfC
xQt0
WayX
InfC
ZIm0
WayX
xQt0
WxQ0
InfC
WXQt
WayX","Q
Q
N
N
N
N
N
Q
N
N
N
N
N
N",WayX,WayX,551089,551086
1_Kings 13:12,"וַיְדַבֵּ֤ר אֲלֵהֶם֙ אֲבִיהֶ֔ם 
...
וַיִּרְא֣וּ בָנָ֗יו אֶת־הַדֶּ֨רֶךְ֙ ",3,,,בָנָ֗יו ,אֲבִיהֶ֔ם ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וַיְסַפֶּר־לֹ֣ו אֶת־כָּל־הַמַּעֲשֶׂ֣ה ––––
אֲשֶׁר־עָשָׂה֩ אִישׁ־הָאֱלֹהִ֨ים׀ הַיֹּ֜ום בְּבֵֽית־אֵ֗ל ––––––
אֶת־הַדְּבָרִים֙ –––––
אֲשֶׁ֣ר דִּבֶּ֣ר אֶל־הַמֶּ֔לֶךְ –––––––
וַֽיְסַפְּר֖וּם לַאֲבִיהֶֽם׃ ––––––
וַיְדַבֵּ֤ר אֲלֵהֶם֙ אֲבִיהֶ֔ם *–––
אֵֽי־זֶ֥ה הַדֶּ֖רֶךְ ––––––
הָלָ֑ךְ –––––––
וַיִּרְא֣וּ בָנָ֗יו אֶת־הַדֶּ֨רֶךְ֙ *–––––
אֲשֶׁ֤ר הָלַךְ֙ אִ֣ישׁ הָאֱלֹהִ֔ים ––––––
אֲשֶׁר־בָּ֖א מִיהוּדָֽה׃ –––––––
וַיֹּ֨אמֶר֙ אֶל־בָּנָ֔יו ––––
חִבְשׁוּ־לִ֖י הַחֲמֹ֑ור ––––––
וַיַּחְבְּשׁוּ־לֹ֣ו הַחֲמֹ֔ור –––––","Way0
xQtX
CPen
xQt0
Way0
WayX
NmCl
ZQt0
WayX
xQtX
xQt0
Way0
ZIm0
Way0","N
N
N
N
N
N
Q
Q
N
N
N
N
Q
N",WayX,WayX,551133,551130
2_Kings 6:15,"וַ֠יַּשְׁכֵּם מְשָׁרֵ֨ת אִ֥ישׁ הָֽאֱלֹהִים֮ 
...
וַיֹּ֨אמֶר נַעֲרֹ֥ו אֵלָ֛יו ",4,,,נַעֲרֹ֥ו ,מְשָׁרֵ֨ת ,"('p3', 'm', 'sg')","('unknown', 'm', 'sg')","לֵאמֹ֖ר –––––
הִנֵּ֥ה בְדֹתָֽן׃ ––––––
וַיִּשְׁלַח־שָׁ֛מָּה סוּסִ֥ים וְרֶ֖כֶב וְחַ֣יִל כָּבֵ֑ד ––––
וַיָּבֹ֣אוּ לַ֔יְלָה –––––
וַיַּקִּ֖פוּ עַל־הָעִֽיר׃ –––––
וַ֠יַּשְׁכֵּם מְשָׁרֵ֨ת אִ֥ישׁ הָֽאֱלֹהִים֮ *––––––
לָקוּם֒ ––––––––
וַיֵּצֵ֕א –––––––
וְהִנֵּה־חַ֛יִל סֹובֵ֥ב אֶת־הָעִ֖יר וְס֣וּס וָרָ֑כֶב ––––––––
וַיֹּ֨אמֶר נַעֲרֹ֥ו אֵלָ֛יו *––––––
אֲהָ֥הּ אֲדֹנִ֖י ––––––––
אֵיכָ֥ה נַֽעֲשֶֽׂה׃ –––––––––
וַיֹּ֖אמֶר –––––––
אַל־תִּירָ֑א ––––––––
כִּ֤י רַבִּים֙ –––––––––","InfC
NmCl
Way0
Way0
Way0
WayX
InfC
Way0
Ptcp
WayX
Voct
xYq0
Way0
xYq0
AjCl","N
Q
N
N
N
N
N
N
N
N
Q
Q
N
Q
Q",WayX,WayX,553735,553731
2_Kings 23:30-29,"וַיֵּ֨לֶךְ הַמֶּ֤לֶךְ יֹאשִׁיָּ֨הוּ֙ 
...
וַיַּרְכִּבֻ֨הוּ עֲבָדָ֥יו מֵת֙ מִמְּגִדֹּ֔ו ",4,,,עֲבָדָ֥יו ,מֶּ֤לֶךְ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","יִהְיֶ֥ה שְׁמִ֖י שָֽׁם׃ –––––––––––
וְיֶ֛תֶר דִּבְרֵ֥י יֹאשִׁיָּ֖הוּ וְכָל־–
אֲשֶׁ֣ר עָשָׂ֑ה ––––
הֲלֹא־הֵ֣ם כְּתוּבִ֗ים עַל־סֵ֛פֶר דִּבְרֵ֥י הַיָּמִ֖ים לְמַלְכֵ֥י יְהוּדָֽה׃ –––
בְּיָמָ֡יו עָלָה֩ פַרְעֹ֨ה נְכֹ֧ה מֶֽלֶךְ־מִצְרַ֛יִם עַל־מֶ֥לֶךְ אַשּׁ֖וּר עַל־נְהַר־פְּרָ֑ת ––
וַיֵּ֨לֶךְ הַמֶּ֤לֶךְ יֹאשִׁיָּ֨הוּ֙ *–––
לִקְרָאתֹ֔ו –––––
וַיְמִיתֵ֨הוּ֙ בִּמְגִדֹּ֔ו ––––
כִּרְאֹתֹ֖ו אֹתֹֽו׃ –––––
וַיַּרְכִּבֻ֨הוּ עֲבָדָ֥יו מֵת֙ מִמְּגִדֹּ֔ו *–––
וַיְבִאֻ֨הוּ֙ יְר֣וּשָׁלִַ֔ם ––––
וַֽיִּקְבְּרֻ֖הוּ בִּקְבֻֽרָתֹ֑ו ––––
וַיִּקַּ֣ח עַם־הָאָ֗רֶץ אֶת־יְהֹֽואָחָז֙ בֶּן־יֹ֣אשִׁיָּ֔הוּ –––
וַיִּמְשְׁח֥וּ אֹתֹ֛ו ––––
וַיַּמְלִ֥יכוּ אֹתֹ֖ו תַּ֥חַת אָבִֽיו׃ פ ––––","ZYqX
CPen
xQt0
Ptcp
xQtX
WayX
InfC
Way0
InfC
WayX
Way0
Way0
WayX
Way0
Way0","Q
N
N
N
N
N
N
N
N
N
N
N
N
N
N",WayX,WayX,556129,556125
Isaiah 5:25,"עַל־כֵּ֡ן חָרָה֩ אַף־יְהוָ֨ה בְּעַמֹּ֜ו 
...
בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ",5,,,אַפֹּ֔ו ,אַף־,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וַחֲשַׁ֤שׁ לֶֽהָבָה֙ יִרְפֶּ֔ה ––––––––
שָׁרְשָׁם֙ כַּמָּ֣ק יִֽהְיֶ֔ה ––––––
וּפִרְחָ֖ם כָּאָבָ֣ק יַעֲלֶ֑ה –––––––
כִּ֣י מָאֲס֗וּ אֵ֚ת תֹּורַת֙ יְהוָ֣ה צְבָאֹ֔ות –––––
וְאֵ֛ת אִמְרַ֥ת קְדֹֽושׁ־יִשְׂרָאֵ֖ל נִאֵֽצוּ׃ ––––––
עַל־כֵּ֡ן חָרָה֩ אַף־יְהוָ֨ה בְּעַמֹּ֜ו *––––
וַיֵּ֣ט יָדֹ֧ו עָלָ֣יו ––––––
וַיַּכֵּ֗הוּ –––––––
וַֽיִּרְגְּזוּ֙ הֶֽהָרִ֔ים ––––––––
וַתְּהִ֧י נִבְלָתָ֛ם כַּסּוּחָ֖ה בְּקֶ֣רֶב חוּצֹ֑ות –––––––––
בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו *–––––
וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ –––––––
וְנָֽשָׂא־נֵ֤ס לַגֹּויִם֙ מֵרָחֹ֔וק ––––––
וְשָׁ֥רַק לֹ֖ו מִקְצֵ֣ה הָאָ֑רֶץ ––––––––––
וְהִנֵּ֥ה מְהֵרָ֖ה קַ֥ל יָבֹֽוא׃ –––––––––
אֵין־עָיֵ֤ף ––––––––––","WxY0
XYqt
WXYq
xQt0
WxQ0
xQtX
Way0
Way0
WayX
WayX
xQtX
Ptcp
WQt0
WQt0
WxY0
NmCl","Q
Q
Q
Q
Q
Q
N
N
N
N
Q
Q
Q
Q
Q
Q",xQtX,xQtX,556734,556729
Isaiah 9:11-10,"וַיְשַׂגֵּ֧ב יְהוָ֛ה אֶת־צָרֵ֥י רְצִ֖ין עָלָ֑יו 
...
בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו ",5,,,אַפֹּ֔ו ,יְהוָ֛ה ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","לֵאמֹֽר׃ ––––
לְבֵנִ֥ים נָפָ֖לוּ –––––
וְגָזִ֣ית נִבְנֶ֑ה ––––––
שִׁקְמִ֣ים גֻּדָּ֔עוּ –––––
וַאֲרָזִ֖ים נַחֲלִֽיף׃ ––––––
וַיְשַׂגֵּ֧ב יְהוָ֛ה אֶת־צָרֵ֥י רְצִ֖ין עָלָ֑יו *–––
וְאֶת־אֹיְבָ֖יו יְסַכְסֵֽךְ׃ –––––––
אֲרָ֣ם מִקֶּ֗דֶם ––––––
וּפְלִשְׁתִּים֙ מֵֽאָחֹ֔ור ––––––––
וַיֹּאכְל֥וּ אֶת־יִשְׂרָאֵ֖ל בְּכָל־פֶּ֑ה –––––––
בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו *–––––
וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ ––––––
וְהָעָ֥ם לֹא־שָׁ֖ב ––––
עַד־הַמַּכֵּ֑הוּ –––––––
וְאֶת־יְהוָ֥ה צְבָאֹ֖ות לֹ֥א דָרָֽשׁוּ׃ ס ––––––
וַיַּכְרֵ֨ת יְהוָ֜ה מִיִּשְׂרָאֵ֗ל רֹ֧אשׁ וְזָנָ֛ב כִּפָּ֥ה וְאַגְמֹ֖ון יֹ֥ום אֶחָֽד׃ –––––","InfC
XQtl
WxY0
XQtl
WxY0
WayX
WxY0
NmCl
NmCl
Way0
xQtX
Ptcp
WXQt
Ptcp
WxQ0
WayX","?
Q
Q
Q
Q
N
D
N
N
N
N
N
N
N
N
N",xQtX,WayX,557054,557049
